	sentiment	review_body
14886	1	I have been using this software for three years.
14887	1	I have been using Free Avast! for the past 4 years on multiple systems and have had minimal problems whatsoever. I wish I could say the same for other free software that automatically load additional software on systems of unwary users.
14888	1	Awesome serviceeee..got the code instantly.. perfect :) A must buy for ppl who want codes instantly.. go for it ppl :)
14889	-1	I guess it was doing its job, but I wasn't very happy with it.  In less than 30 days I replaced it with something else.  It's scheme to protect passwords from keyloggers was very frustrating to me.  Also, it caused a tremendous slowdown in the download of email messages to my email program (Thunderbird).  So much so that if I had gone 24 hours without checking email, I could guarantee that it would not download successfully unless I first went to my provider's webmail service and deleted everything I could there before opening Thunderbird.
14890	0	Too self contained and offers very poor connect ability to other Adobe products.<br />Works well as a facial product, but, leaves me wishing I had saved my money for more complete software.
14891	-1	I have used Quicken for over 20 years and never had a problem until 2013.  This thing should never have been released to the public.
14892	-1	I am not a competitor and I know my way around the computer just fine. This program is terrible. I've tried doing something as basic as a scrolling capture and it does not work. I also have tried capturing video many times and the audio is not in sync. If I could, I would return this program.<br /><br />By the way, I did finally get the scrolling function to work after watching another frustrated user show how he was able to snag a scrolling window.<br /><br />There must be a better way to capture things on the computer. Two thumbs down.<br /><br />Update: Their tech support has been working with me on the audio not being in sync but has failed to come up with a solution. Snagit is useless to me right now.<br /><br />DO NOT BUY THIS SOFTWARE UNTIL THEY HAVE FIXED THESE ISSUES.<br /><br />If there is ever a resolve to the problems in Snagit, I promise I will update my review. Until then, I'm looking elsewhere and you should too.
14893	0	The purchase from Amazon was easy. I think this version of Norton really slows down my computer, when its running. I liked Norton 360 better.
14894	1	Highly recommend this product.  I wanted a program to help clean up my computer and keep it running like new and this delivered.  Plus, this is made in the USA and not India or Russia
14895	-1	As a retired IT professional, I bought and downloaded this software from Amazon.  BIG MISTAKE!!!  Luckily, I was wise enough to beta test it on just one of my PCs before installing on any others.  This is software for the novice user, and nowhere near as extensive and good as I had hoped.  I, like many others apparently, fell for the hype from the PC Matic tv commercials.  If you are an experienced user, don't waste your time or your money.  If you are a novice, then go ahead a buy it; it's not 'bad', it's just not good for all that it's supposed to do.  Just a shame that I can't give it zero stars!
14896	1	Good Antivirus. Provides the required protection.<br />If any one is looking for free antivirus, would recommend this.
14897	1	I am still getting used to Office 2013.  I was used to using Office 2010 at work, so there are some differences to the newer version.  I am not happy that I could not get a version that included Access without spending an exorbitant amount of money.  I also do not like that it can only be used on one computer(they do offer a one time move to another computer if you change computers).  Microsoft does offer online training which I will take advantage of, but I really wish that I could have bought the 2010 version and not had some of the issues I have had with the new version.
14898	0	This is a basic program that I need. I think it should have been installed on my new computer that I received as a gift for Christmas. I should not have to pay extra for this software.
14899	-1	the newer version does not contain features I used all the time. things should improve not get worse. why do software creators always think they know best? I wish I never updated
14900	1	Good protect not on the download section of amazon took a while to finally figure out how to activate the protect. Only reason I rate 4 stars make sure that you have a avg account and wait a period of time.
14901	0	TurboTax gets more expensive each year while simultaneously becoming less user friendly up front.  Yes, there is customer service for help, but I prefer a product that is straightforward & helpful and doesn't require customer service.<br />Still, I stick with TT because other methods have proved faulty:  had a &#34;professional&#34; tax preparer do out taxes once and he miscalculated and was claiming deductions that were not entitled too (I took federal tax in law school so I spotted his errors); we also used a competitor of TT one year, and it too miscalculated items.  TT is the better of the options for us.
14902	-1	This product is now USELESS for millions of TurboTax and Intuit customers. Time to look for alternatives.
14903	1	It was a good deal but a bit hard to understand. A bit limited in my opinion but for student purposes its ok.
14904	1	Long time quicken user here, I have upgraded from my 2011 version, skipped the last two. So far it has been working great. No issues with the install and conversion of the 2011 data file. Banking updates work fine as well. I will be installing the mobile app for android next. I am not sure why others have had install issues, I am running Windows 8 Pro 64bit. The same install on my desktop in Windows 7 64bit had no issues as well.<br /><br />I will update again once I test out the mobile app.
14905	1	Given that TurboTax has raised its prices, and cut down on features I decided to try this.  H&R Deluxe does pretty much what I need TT Premier for at less than half the price.    While the software does not have the look and feel of TT, I don't care much for it since I don't plan to use this on a regular basis. Tax filing is a one time deal.  You can import from last years TT file, as well as Quicken for this years transactions.  Given that I had a few hundred, it did it quite accurately. Definitely useful to run a few scenarios before the tax year is over to simulate what-ifs and optimize the taxes for this year!    Its good to see competition, a good deal for customers.
14906	-1	"I've used Kaspersky Anti-Virus for a couple years now, but will not be renewing beyond my most recent subscription.  For the past week, my computer usage has been repeatedly interrupted by harassing reminders to renew, which has more than once pulled me out of processor-intensive applications and resulted in considerable loss of time while the system memory thrashed; said pestering continues past the expiry date.  This sort of programmatic behavior is both unprofessional and a liability, and in my opinion, absolutely not worth paying money for.    As for general product quality, Kaspersky is to my understanding one of the heavier duty AV apps out there, and though they've improved their user interface recently, it is still rather slow and bloated.  This shouldn't pose a serious issue if you've a high-powered machine or are only running lighter apps.  It's also worth noting that my uninstall process has been stuck for almost an hour so far, and won't even cancel.  Not the first time I've had a paid anti-virus program \\""encounter difficulties\\"" uninstalling (other time was Norton)...ironically, is almost like being infected with a virus.    On the other hand, nagware like Avast and AVG don't strike me as appealing choices either, so am probably just going to stick with something free and unobtrusive like Microsoft Security Essentials."
14907	1	Have been using ever since I retired 15 years ago!  Will not use any other!
14908	0	Tried to set up scanning but will not work if you have an HP Photosmart, which is why I bought the software.
14909	1	Great price!  Excellent product!  Pretty easy to use!
14910	0	Pros:<br />Quicken does does an excellent job of financial record keeping and this app makes it easy to stay connected to your data while on the go.  Flags transactions for easy export into turbotax.  Excellent support from community and staff.<br /><br />Cons:<br />The rental property management features are almost useless.  Managing and keeping track cashflow does not work unless you have an unrealistic scenario where the amounts/dates coming in are always on time and paid in full.  As others have pointed out in their reviews, keeping track of typical management tasks is not option here.<br /><br />When it comes to personal financial management portion, it is pretty much the same as their free service called Mint and it's companion app.  However, in comparison to other free options, it is missing features that innovative startups are offering at no cost.  For example, creditkarma will track your spending, credit score, and generate mobile alerts.  Manilla automatically grabs your billing information and lets you know where you stand.  It also stores your statements online for free.  YNAB has a comprehensive budgeting system to make sure you are meeting your financial goals each month.  They also offer free financial training through a growing catalog of classes.  Outright has a website and companion app that is just like mint but targeted toward small businesses.  Lastly, GnuCash is similar to Quickbooks and it's 100% free.<br /><br />I hope that Intuit continues to be the industry leader.  However, Quicken needs some major improvements in order for that to happen.  I'm just not sure how responsive their developer team will be to implement these changes.
14911	1	This is a great product but it has stopped working for some reason. It says there is a license issue.
14912	-1	This version of Print Master is a disappointment to say the least. I have found that the best of this software was developed in much earlier programs. I have tried several of these later ones and they fall short of expectations.
14913	-1	Won't report on Investments, but lets you load all the data in...
14914	1	The best Fed filing.  I have been using this for 10+ years and will continue using this program.
14915	0	Aside from the Portfolio analysis tool from Morningstar, not much improvement from previous version. I was disappointed that it wouldn't run on my older Windows XP desktop. We have Windows 8 laptops, so we aren't stuck, but angry.
14916	0	I've been using this for many years.  The last couple of years it is pretty clear you haven't invested much in improving the software.  The annual renewal fee is currently not worth the investment.  I hope you put your attention back on this consumer software as I know you've been preoccupied with QuickBooks.<br />I'll be looking for alternatives if you don't keep it fresh and new.
14917	1	Avast is an excellent program. We have used it for several years across all of our computers and smartphones. I can't imagine using anything else.
14918	1	Easy to use and so intuitive. A must have for a small and growing business. Highly recommend this accounting program.
14919	1	This is the easiest and fastest way to print envelopes and save your addresses I have ever seen.  The download was lightning fast, too!
14920	-1	Not worth the interest, not even know what the version is. Producer trying to sell something but it looks like it is<br />tricky and shoots himself in the foot.
14921	-1	Much harder to follow along than Turbo Tax. Upon finishing stated I owed money. Resubmitted returns with an accountant & received a return.<br />It transferred not taxable income to my State Taxes which shouldn't have been transferred. There was no way to adjust that. It was a waste of 30.00 dollars.
14922	1	I reviewed all the internet safety software on the market and the Norton 360 was the highest rated one available I would definitely recommend it.
14923	0	First of all, I was more than a little upset that Quicken 'forced' me to upgrade by terminating the online updates from my financial institutions.  I understand they don't want to support older versions but why terminate a perfectly working online update...other than to force folks to upgrade.  I SINCERELY wish there was another competing financial management software out there as I would dump Quicken ASAP just for the above reason.<br /><br />Anyway...I did upgrade and the process was painful as the financial institutions all had to be manually re-entered and I spend several hours working to get them synced up again.  The program now works fine, but so did my 2010 version.
14924	1	A good product for basic security. One should be aware that upgrades are required for enhanced security. I recommend it for basic users.
14925	1	Its free, works OK for basic protection and for my need.
14926	0	I liked version 12 a lot better!
14927	1	Aces all the way and a really good deal.
14928	0	I am really looking forward to a book that covers the software so I don't have to spend so much time and effort to get some features under control.  I am new to this program and I am new to the MAC. I used Quicken years ago and don't remember any of that experience.  I guess I am looking for a new version of Quicken 2015 for dummies.  I think that I will like the program in time so I am going to put in the effort because I think that it will be worth it.
14929	-1	Had trouble installing, when I finally installed product it made my computer crash...I uninstalled it and did m ot use it....waste of money!!!
14930	-1	So I came to check out deals to get my TurboTax software like I do every year only to discover that to file my basic taxes with a simple Sch C, I would need to upgrade, not to Premier, but to the $100 Home and Business software. That is outrageous considering I've never paid over $20 to $30 for tax software. TurboTax, I would pay a CPA a few hundred bucks before I would ever pay $100 to file my taxes. I managed to get H&R Block Deluxe for five dollars this year which is more than capable of handling my return. Good riddance, TT!
14931	0	I will use and recommend the product. But, many categories were not explained well enough, thus causing unnecessary consternation. Also, the Oregon return price and the cost to file it electronically was a rude surprise.
14932	0	I usually love Quicken, but this version has given me nothing but problems.  After the first 3 updates it crashes as soon as you open it.  I have been waiting on a fix, but have yet to get one.  I went back to my Quicken 2013 until the problem can be fixed.  I have been a Quicken user for a great number of years.
14933	1	This was a great deal, except it didn't include Publisher.  Luckily I was able to purchase Publisher separately.  So I'm happy!
14934	1	Met expectations.  I have been using for years.
14935	-1	This is ripe for a class action, as Amazon is not doing anything about it, but keeps selling the product. Basically, if you are a Mac user, the product will not work. Once downloaded, the product won't open.
14936	0	It does shift the pitch, but the vocal also changes either to a chipmonk quality or a low distorted tone.
14937	-1	I read some unfavorable reviews of this software but bought it anyway.  I have to say this is one awful piece of software.  It's clear that it was created separately from the Windows version.  There are so many basic bugs.  The Invoice template shows one thing on the screen but--even with the &#34;screen&#34; and &#34;print&#34; buttons depressed, will print something different on the form.<br /><br />Reports will display correctly but when you press the &#34;print&#34; icon or in any way to try print the report, the contents are zeroed out of the &#34;start date&#34; of the custom range and the resulting report is truncated.  I repeated this about a dozen times in disbelief<br /><br />When printing an invoice, if you select landscape, it cuts the bottom of the invoice off rather than printing on the next page.  What a basic flaw.  How could it have passed any kind of quality control?  j<br /><br />I am astounded that a company that has such a dominate position in the accounting software field could offer such a terrible piece of software.  This is literally useless.  Oh, by the way, when I imported my PC company file, I was warned that I should stay with the PC version because the Mac version lacked many features.  Silly me.  I thought I knew better.  I should have listened to the software author.  They seem to know that this piece of software is to be avoided.
14938	0	I was very angry that I was instructed to download delux turbo jn the middle of  completeing my return for one entry.
14939	0	It keeps a pretty good ledger but not much beyond that.  Not at all happy about the lousy interfaces with banks and cards.  One click updates are tptal B. S.
14940	0	I had a lot of trouble this year with my Turbotax.  It keep saying there were form that were necessary that were not available yet.  Even up to March 15 and I downloaded it again (they claimed I would be emailed when forms were available & I never was).<br />Now, they claim everything has been emailed, but I have yet to receive confirmation from IRS.  I'm unhappy with them this year.
14941	-1	this is my last year using Turbo tax. Removal of schedule D without any warnings or labeling to alert you to that fact and then all the dire in program warnings that you must upgrade to premier because your taxes will be incomplete is purely designed to scare you into upgrading when the Schedule D is still available from the &#34;forms&#34; screen. (no you won't get the step by step hand holding, and efiling is not permitted?).<br /><br />Offering the $25 rebate for people who upgrade to premier still results in an additional $20 charge for the upgrade.<br /><br />Next year I'm hopping off the turbo tax bad wagon and using something else.
14942	1	I didn't have any problems downloading the software and it installed fine.  I did have to reboot a couple times during the first use, but so far has been stable.  I haven't explored any of the new features so far, but I'm not missing anything from the previous version.
14943	0	I've used TurboTax since 2003 and have never had any complaints until now.  There is a change that I noticed in the 2014 version that I definitely don't like.  This newest version doesn't display the comparison of your last years taxes, in a side by side format, like previous versions did. If it does still do side by side comparisons, it's not easily accessed or viewed like before.<br /><br />I liked being able to easily see if my current deductions and donations were in line with last year's numbers. This newer version also mixes and matches information between the personal and business information tabs, forcing you navigate more to find 1099s, 1098s, and W2s.  This version is just less intuitive than previous versions.
14944	-1	My efile have been accepted by Federal and NJ state. But it was rejected by NY state.<br />Turbotax error message blames NY and claims that the state will fix the problem by 4/6 Friday when I am supposed to resubmit.  But when I open the actual forms, I see that the error is in Turbotax itself.  It failed to enter the spouse name and date of birth but only the SSN in IT-203-C.  And rightly so NY flags it as an error.  It also does not let me enter the name and birth date directly in the form. If I override it I suspect it will not let me efile and even if it did, I don't want to find out after spending another efile fee.<br /><br />Major inconvenience and totally disappointment this year.
14945	-1	I was very excited to get this product.  I am a first time user but fairly computer savvy and did not expect issues.  However, I had trouble downloading my accounts and can find no way to add my HSA account.  It is through my main bank, but separate.  I haven't even tried the mobile app yet and can't get things where I want them.  Will keep trying, but beware if you are new to this product.
14946	0	i still need spyware protection
14947	-1	If you have any trouble there is no help!  I would not do this again. Too much money for a so - so product.
14948	1	This is the best so far I have been using this product for 17 years.  It also protects PC, Smart Phones, Tablets up to 5 devices
14949	0	Online blurb seemed to indicate FULL security. Not so.
14950	0	First time user to Turbo Tax although my preparer had used it prior years.  Works o.k. but, if you want to come back to a section later to update, after you update, then you have to go through each subsequent screen to get back to where you left off - really should be easier to jump back to where you stopped.  Also, was promised a free state e-file and when I got to that point, it wouldn't let me do so without paying $19.95 first.  I had to contact Turbo Tax a couple times to get through to finally get that money back. So, for a 'premier' product, I had issues I did not think I should have.  Not sure I'd recommend this to a friend.
14951	0	I like the program but hate that they disable your ability to download account details when they come out with a new version of the program.  Dont be surprised when online functionality stops after a couple of years and you are nagged to purchase the newest version to get that functionality back.  You may purchase the software but the online features that make it useful acts more like a subscription model.  That being said I have been a quicken customer since ~ 2003.  The software is easy to setup and use.  I just wish they would advertise the requirement to update every couple of years on the box.
14952	0	"It has now been 20 days since I paid for a full year of CC, and the account, (which I now definitely want to cancel), is still not even accessible.  <br /><br />From my end it appears the Adobe employee I was on the phone with mistakenly miskeyed the primary email address when creating the account. So, when I try to log in with the correct .edu email it does not exist in their system. There is no way to know what email was entered by the employee, and so I still cannot access the services for which I paid in full in advance.  <br /><br />Even with a scan of my receipt, the original activation number, and my credit card on file, Adobe has no response. You'd think they would at least acknowledge that the current account isn't working, but even that seems to be beyond their ability to \\""support\\"". Over the last twenty days I have had to call Adobe over ten times, for over 5 hours, and have never received so much as a single email (let alone phone call) about the status of this case. After the case was \\""escalated\\"" multiple times its now the twelfth business day since a refund was promised by a floor supervisor in support. In addition, I still have not received the third promised return phone call from a support floor supervisor \\""looking into the case\\"".<br /><br />This is pathetic, a waste of my time, and a real concern for future use of cloud based services. If I didn't have some of these programs on disc I would soon have to go buy software, or buy ANOTHER cloud account while I waited for Adobe.<br /><br />**UPDATE**<br />After I wrote this review on Amazon Adobe communicated with me quickly, established what happened, and are processing a refund. It's interesting to note that not one \\""support\\"" supervisor ever got back to me, but I appreciate the efficiency with which they handled the case once it had the attention of someone with decision making authority.<br /><br />I hope Adobe pays attention to the flaws in its support and works hard to improve it."
14953	-1	Wow this is not worth $15.... I have free apps on my phone that are 10x better than this software. I am unhappy with this download, wish I could I have a refund, the program is useless.
14954	1	Excellent value & my computer needed it. Product was easy to download- I purchased the digital download and it came w/ a code for 5 devices. Easy to install & use.
14955	1	We have used this program for years as my husband is self employed.  It really makes things simple.  I wouldn't do my taxes any other way.
14956	-1	I received an e-mail from Amazon that it would be possible to buy the map updates for only 29.99$ if I placed the order before May 15. I became interested in ordering the map update, but when I visited Amazon I read that many people were having serious problems with their updates so I decided to wait a couple of days, it was still plenty of time until May 15. The next time I went back to Amazon the map updates were no longer available, but I got the information that I could receive an e-mail from Amazon as soon as the maps were back again. May 7 I received an e-mail from Amazon that the maps were back, but the price was all of a sudden 49.99$ and no explanation why the price had changed.
14957	1	Solved problem moving between my files on my sony vaio and my Mac.
14958	-1	I had to buy the business version this year so I was disappointed that the deluxe version did not offer those with 1099s the ability to use this version. I had to spend 30 dollars more for the business version at which included tons of worksheets I did not even need. Next year I'm going back to my tax man after over 10 years of using turbo tax. I don't know why it was changed this year. I even feel like I was cheated out of my refund this year. I should have listened to the other reviewers and just went to an accountant.
14959	1	TurboTax Deluxe has been my source of tax preparation for many years. I do not itemize and file a straight form. It is simple and straight forward for me. e File is a major reason I use it also. I received my Federal and State refunds in less than 3 weeks from the time it was e Filed. I couldn't be any happier.
14960	1	Don't think I've had viruses - since changed from Kaperski to Avast  - although I've had malware, etc.  I don't believe Avast or (some) other Antivirus programs can prevent that - though - or other issues.
14961	0	This is a tale of two cities/products: the first is of a company that chose potential profits over serving a loyal customer base, and the second of an updated product that actually worked flawlessly. Like many other people, I have used Turbotax for a number of years and was largely quite satisfied with it and had no interest is even considering another tax filing software product. However, Intuit's recent decision to remove functionality from the so-called &#34;Deluxe&#34; version of the software (i.e., remove Schedules C, D, & E), and it's initial boneheaded corporate explanation for its money-grab, made me search for other products including H&R Block and TaxAct, etc. Further, I began to follow the outrage of many thousands of previously loyal Turbotax customers on Amazon and other social media sites. It became a daily activity to watch the protest and revolt of customers. The number of 1-star reviews on Amazon grew from hundreds to thousands. This may be one of the most vilified products in the history of modern capitalism. Truly a corporate blunder of epic proportions, and all self-inflicted by Intuit. The company truly deserved the scorn from its previously loyal customers.<br />  With that said, I read all the reviews of all the other major tax software products and seriously considered going with H&R Block. However, I have previously had good experiences with Turbotax and liked its user interface. With the restoration on 2/7/2015 of Schedules C, D, & E to the 'Deluxe&#34; version of Turbotax, I decided to go ahead and try it again, knowing that I could either return it or still use H&R Block if Turbotax failed to deliver.<br />  So, I purchased 'Deluxe' for Mac on 2/7/2015 on Amazon, downloaded it without any problems; it then did an automatic update when it first launched, and then I did my taxes. In the middle of the process, it recognized that I needed Schedule D, and it &#34;upgraded&#34; to &#34;Premier&#34; without any difficulties and at no charge. Itelectronically obtained from my investment broker all stock dividends, interest payments, etc. and entered them correctly into the tax filing. I completed my taxes within an hour, e-filed both the federal and state returns, which were subsequently accepted by the respective federal and state entities. So, the download process working flawlessly, the software also worked without any problems, including the automatic upgrade to Premier and e-filing of the federal and state returns.<br />  How to rate such an experience. I'd give the software itself 5-stars, but Intuit and its money-grabbing, customer disrespecting ways - well, I'd give negative stars if it were possible. They did make amends, but it wasn't because they were serving their customers; rather, they changed only because their loyal customers revolted against their ineptitude and arguablely their corporate greed. If I was on Intuit's Board of Directors, I would vote to change management including the CEO and Turbotax Division Director.
14962	0	not what I expected
14963	-1	i can't seem to download it nor did I receive a disk.it's been a week and I was suppose to receive it in two days.
14964	1	I'm NOT an accounting professional.  But QB lets me run my business daily and give my accountant information he can use to help me out.
14965	0	You cannot keep using .pst with your Outlook for Mac anymore it permanently converts into a DB structure from which you CANNOT create a .pst anymore!
14966	0	Useable...Stand Intuit stuff...but I did save money!
14967	1	I have been able to do almost everything I did on Microsoft office!
14968	-1	Messed up my computer when I installed it.  Cost me $200 to clean it up.
14969	0	Agreed.  What a time wasting mess to get everything to transfer over.  Still working on manually deactivating and reactivating individual accounts to try to get to work.  Really hope all the time was worth it.  The 2012 edition worked so well, minus a few initial hiccups.   Update a month later:  The initial install took awhile, and I had to reenter several of the accounts.  However, after that 2 hour process to get it all working, the program seems to be working fairly smoothly.  So I'd give it 4 stars now, with the minus one due to it taking awhile to get it all working.
14970	0	my granddaughter enjoyed playing this.
14971	0	Well, where to start on this....<br /><br />I've been a career long Windows user and switched to Mac about 1 month ago.  The core programs Word, Excel, and Powerpoint all work great and as expected on my Mac. The new versions of these core productivity programs are really slick and full of powerful features.  Way better than trying to use Open Office.<br /><br />MS Outlook works fine as an email client, way better than the lame Mac Mail that comes with Mac OS x Lion (10.7.3).  I use it with Gmail and it works flawlessly there.  I also use it with MS Exchange which leaves a lot to be desired.  If you're one of the unlucky persons who needs to connect to an older Exchange server (prior to Exchange 2007), then you'll have to use the IMap protocol instead of the native Exchange protocol and this means that Calendaring will be severely limited.  You won't be able to see other co-workers calendars to know what time slots are free.<br /><br />Even worse is the fact that Outlook maintains it's own Contact list that is separate from the built-in Mac Address book.  The product offers a Sync feature, but I've found it to be completely unreliable and useless, especially if you are trying to keep contacts in synch between iPhone, Mac, and Outlook.
14972	-1	"I havent been able to review the product yet. I heard it was very good but I wouldnt know because I have spent my entire weekend trying to communicate with Adobe and the contracted company that established validation of \\""teacher\\"" and \\""student\\"".  I am an instructor but NOT for .edu for the ARMY.  we do not use edu addresses.  So I didnt qualify.  But I have a daughter full time in college.  So I sent in THAT information but only after staying on the puter searching for help for an entire day.  I then chatted with customer service of ADOBE 3 TIMES.  3 times they transferred me to the \\""correct\\"" division and the correct division never came into the chat room.  After an hour each time I just left the site.  And when I asked one person not to transfer me she typed \\""no\\"" and then basically sent me into the airways.  I was told I couldnt get a serial number but adobe said I had one.  I went to register with it and it said Im already registered.  Needless to say, I am VERY upset with the quality of customer service.  I needed to speak to someone and of course, voices of real people dont work on weekend.  NOT A HAPPY CUSTOMER"
14973	0	I'm a long time user of Quicken.  My introduction to Quicken was with Version 3 and I've upgraded along the way including the latest Quicken 2013 Home & Business.  The upgrade from my previous version, Quicken Premier 2012, went smoothly with no issues.  I'm a big fan of Quicken, but I'm not sure annual upgrades are worth it.  If you are not using a tool to organize your finances, jump in and do it.  If you are using a relatively recent version of Quicken I'm not sure there are enough new features to make the upgrade worthwhile.
14974	-1	I thought the format was distracting.  And I installed it in order to have a format option along with document map viewing capacity in order to work on my very long document.  I struggled for close to an hour, looking for document map and couldn't find it.  And if it's hidden somewhere, I don't want to have to work that hard to look for it.  I uninstalled it.
14975	0	REGULAR
14976	1	Amazing product.  I use it and recommend it to everybody.  I have never had any issues with the product or support.
14977	1	I'll be very satisfied (when refunds arrive.)
14978	0	It does what it's supposed to do but I still think it's a lot of money for the product in general. Nice that you save some buying it here though.
14979	-1	Don't buy it. Go to H & R block software instead. Turbotax has virtually no customer service. The 2014 tax year software is critically flawed. Forces you to purchase a more expensive upgrade than needed and some of the pages don't work. You are not allowed to que instead you leave your number & they call you back hours later. Then they spend hours on the phone but don't fix the problem. I used it for 15 years. I won't now. I'd give it a minus rating but 1 star is required.
14980	0	This is an ok program but there is not enough improvement to justify the expense and the time of upgrading.  Also the new features are cumbersome and it is unlikely that I will use them regularly.
14981	1	We did not want to buy office because we need a new computer.  We have windows vista now so nothing is compatible.  Apache works great with all the options we need.  Anything we need to send out we save as a word document.  We have not had any issues with others viewing our documents.
14982	1	Works as advertised, the cross device and multiple licences are worth the cost.
14983	0	I did not understand it.
14984	1	I have been using QuickBooks Pro for years and I've always have been very happy with the capabilities that it has with all the various reports that can be used.  It's a user friendly software for those that might be first time users.  The updates to the software have made my job easier and improved with the additional alerts and reminders.  The new Icon bar is a great new addition also, along with the improvement to the user interface.  I will always continue to use QuickBooks especially because of the cost of this software is affordable.  Thanks Debby
14985	-1	Nice program, but like many others who have posted here, the video output freezes for a second at the beginning of each clip splice making it essentially unusable in my case. I have a quad-core processor, Radion HD 4200 Graphics Card and 4 gig Ram. I would not recommend this product if you don't have a very recent tricked-out screaming computer with a very powerful graphics card. Too bad, I like the &#34;look and feel&#34; and ease of use, but as my grandpappy used to say, &#34;a cow that produces the sweetest milk on the farm ain't worth an nickel if it kicks the bucket over every time&#34;.
14986	0	Some features are OK, but if you have home office expenses, it's horrible. I'd use something else, or go to an accountant.
14987	0	Used to be really good, but now it's always trying to get me to upgrade and purchase more of their products.
14988	-1	Disappointed. I suppose I was looking for more functionality like using the data from my old Quicken data but that's life!
14989	-1	I have two different Macs, two different OS.  It won't install on one, won't run on the other.  I'm fairly computer savvy; think this is dud for the Mac.
14990	-1	So far so good.  But I am concerned that the day that Amazon launched unlimited storage, their cloud drive desktop app for the Mac didn't work.  They have since fixed the app and it seems to be working.  Assuming it continues to work there is absolutely no comparison to any of the other cloud storage offerings from a price or ease of use perspective.<br /><br />UPDATE: 4/1/15<br />I wish it was an April Fools joke but the desktop app doesn't offer some basic functionality, like restarting a download after an error occurred.  That's just basic functionality folks.<br /><br />UPDATE: 4/2/15<br />Props for Amazon jumping quickly on some technical glitches and releasing an update. The app seems to be doing better and as my confidence in it rises so will my rating. But some of my concern now lies in the release process of an engineering organization pushing out a product that had widely reported connectivity issues and lacked some basic error management functionality. I've seen it before in my role as a customer success management consultant. Maintaining a positive customer journey starts with a well thought out and technically stable product. There is clearly a gap somewhere that hopefully the Amazon development team is looking in to.<br /><br />UPDATE: 4/3/15<br />My confidence has dropped again.  Product just doesn't work.  It freezes during the upload at various points and with various file types.  First it was a zip file from my file backup library.  This time it is one and MP4 from my movie collection.  Completely unreliable.  It wouldn't be as much of an issue if I already had my content stored in the cloud, but with 100GB of business files and nearly 7TB of media content, there is no way this desktop app or this service offering will work for me.<br /><br />From a customer perspective, it's not like Amazon didn't know that when they announced a $60/year unlimited plan there would be a lot of interest. The product clearly wasn't adequately tested. At this point I'll just stick to my own local person backup hardware.
14991	0	Turbo Tax was very easy to use and I got my refund very quickly.  The issue I have is since I received my return I have been getting phone calls from a &#34;person&#34; saying they were from the IRS and we are facing a lawsuit.
14992	0	Kind of disappointed about this purchase.  Although it is a great tool, it is offered through the company website along with many other courses.
14993	0	Can't give you a knowledgeable review as we are just learning how to use it.
14994	0	Not best price.  No state efile.  Required updates awkward.  No consistency in the way the software operates from year to year.  It is like learning a new system every year.  This is my sixth.
14995	0	Takes a lot of studying and reading to get accustomed to the functions....also not very friendly to changing formats on videos.  Have worked with better programs providing this function.
14996	1	Works the same as all previous versions.  Great!
14997	-1	"I've been a user of QB2009 for Mac and have trained myself to work around some of the software's idiosyncrasies. After upgrading to Mountain Lion, everything still worked EXCEPT the ability to import bank and credit card info from QBO files. So I bit the bullet and upgraded to QB2012 which is advertised as working with Mountain Lion.<br /><br />While the software does seem to mostly work with Mountain Lion, the QBO file import still doesn't work. In other words, the one feature I upgraded for isn't functional. When trying to import QBO, it throws an error saying \\""Please contact your financial instituion\\"". Financial institution<br /><br />So, in the end, upgrading gave me no discernible advantage over QB2009 for the Mac. Bummer. As is oft pointed out, it seems QB for the Mac is the unfavored child of Intuit -- updates seem shoddy and far behind the PC versions of the same product. I can't help but feel I'm being nickel and dimed without much to show for it.<br /><br />I'd be interested to hear about any alternatives people are using instead of QB."
14998	-1	I've used TT Deluxe since 1995 and recommended it to anyone wanting an easy way to file they're taxes.  After moving to a state that has no state income tax I switched to TT Basic and had the same great program as TT Deluxe.  So this year I go to Amazon to buy my TT Basic and find out it no longer has schedule D.  No problem I'll bite the bullet and upgrade to TT Deluxe and then find out it doesn't have schedule D either and I must upgrade to TT Premier.  Doing some shopping around I find out H&R Block has a Deluxe version that has a schedule D.  Bye, Bye Turbotax.  I'm also a long time Quicken user and now looking to switch my money management software in the event Intuit makes the same business decision with Quicken.
14999	0	Did not come with documentation which makes it extremely difficult and frustrating to determine how to do things. I should have purchased from a store such as Best Buy in order to have gotten a book.
